,job_title,job_description,job_info_text
20,Data Scientist - FMCG,"About IRI
IRI is a leading provider of integrated big data, predictive analytics and actionable insights. We uniquely combine point-of-sale, shopper loyalty and shopper panel data using our leading data technology platform. In doing so, IRI guide over 5,000 global clients in making data-led decisions that ultimately grow their businesses. As a leading market intelligence provider in Australia and New Zealand exceptional client service is part of everything we do.
The stuff you’ll be doing:
As a Data Scientist, you will be joining a fast-paced team that manages some of the best datasets on the market including leading retailer point-of-sale data as well as the largest panel in Australia. As the first point of contact for data queries from our Client Insights teams, you will be utilising your data analytical skills to solve problems and deliver solutions within strict timeframes.
You will be expected to:

Manage      the CSI data query process via Service Desk including information      gathering, priority establishment, status update and performance reporting
Investigate      data queries to a successful      conclusion
Review      and implement improved methods for identifying and handling outliers, missing      data, and other problem data
Develop      our quality control checking processes for production to ensure the early      detection of problem data
Propose      improvements to existing methods and processes if these are warranted
Assist      and educate our Client Insights teams on data queries and data quality      processes (at non-technical level), providing simple explanations of      analytic / statistical concepts
Implement      new technology / modern methods for data capture and matching which may      involve: researching, recommending opportunities, implementing smarter      data collection, and cross-matching data from third parties
Evaluate      methodologies used elsewhere, such as in IRI International, to improve the      monitoring of quality, techniques for improving quality from panel      recruitment through to processed data

Who you are:
You will be a perfectionist; someone who has a great attention to detail and loves quality checking and organisation. You will be comfortable working in a fast-paced environment with quick turnaround times and strict deadlines. You will love working with data and learning new ways of improving processes.
You will have:

University      degree in Mathematics, Statistics, or another related field
2+      years’ commercial experience in a Data Analyst or Statistics role
An      interest in consumer behavior is essential, ideally with knowledge of the      retail / FMCG industry
Strong      technical skills with experience using Microsoft Excel, SQL and/or statistical      software solutions
Strong      problem solving skills to evaluate and solve data quality issues
Strong      communication skills with the capability of expressing complex technical      information in an easy to understand formExperience in a similar market data provider is highly desirable but not essential

What we offer you:
We are passionate about creating a work environment that enables individuals to become the best version of themselves.
Here are some key benefits for our people:

An      agile and results driven environment where we truly value innovation and      new ideas
Learning      and training opportunities to support your individual development and      career progression
A      team dedicated to lead in their industry, who have fun along the way
Flexible      working hours
Extra      leave to encourage time out when you need it
Opportunities      to give back to our communities
Focus      on diversity and inclusion

If this sounds like you, please click 'apply now' and send your resume and tell us why you would be the best person for this role.","['Try the app', 'Data Scientist - FMCG', '7 Feb 2020', 'Sydney', 'Full Time', 'Science & Technology', 'Share this role', '7 Feb 2020', 'Sydney', 'Full Time', 'Science & Technology']"
21,Data Scientist/Engineer in Leadership Technology - Remote Working,"Responsibilities   Identify, retrieve, manipulate, relate and exploit multiple structured and unstructured data sets from various sources Implement and execute machine learning research with reliability and reproducibility. Communicate results and impact to business stakeholders. Turn models into data products, collaborate with engineering teams, and integrate into our technology product Squadify. Qualifications Technical:  3+ years' experience in computer science, applied mathematics, or other quantitative/computational discipline. 2+ years' experience with open source machine learning or statistical analysis tools. Familiarity with experimental design a plus. 2+ years coding experience, Python preferred. Ability to communicate complex ideas in data science to relevant stakeholders. Data engineering experience, including SQL and manipulating large structured or unstructured datasets for analysis. Preferred: experience with building data products, either internal or consumer-facing. Preferred: Experience working with unstructured data and Natural Language Processing Non-Technical:  Cloud-based data analysis, manipulation and visualisation experience Excellent analytical and problem-solving skills Strong oral and written communication skills A passion for empirical research and for answering hard questions with data. Proven record of solving challenging problems in academia and/or industry. Eagerness to collaborate with both technical and non-technical colleagues Ability to gauge the complexity of machine learning problems and a willingness to execute simple approaches for quick effective solutions as appropriate. Characteristics we are seeking include:  Humility to listen to client stakeholders and the courage to challenge them in the pursuit of producing world-class technology products. A collaborative working style – making choices to get the best outcome, not prove your own ideas Experience working in an Agile work environment.","['Try the app', 'Data Scientist/Engineer in Leadership Technology - Remote Working', '6 Feb 2020', 'Sydney', 'Part Time', 'Science & Technology', 'Share this role', '6 Feb 2020', 'Sydney', 'Part Time', 'Science & Technology']"
22,Data Scientist - Remediation Analytics,"Join a high-performing and collaborative team of data engineers and data scientists within cross-functional Remediation squads to support the timely resolution of Events across the Customer Experience (CX) Business UnitWhat you'll be doing:Creating analytical tools and models to quantify the number of customer impacted by different types of EventsDeveloping financial calculators to determine the appropriate customer compensation to ensure customers are remediated fairly, accurately and in a timely mannerAdopting cutting edge cloud based analytics technology and collaborating with the Enterprise Data teamBuilding, testing and documenting calculators/models used in customer remediation events and ensuring that they comply with the Model Risk PolicyManaging the hygiene and quality of your analysis which includes documentation (e.g. processes, assumptions, risks on Wiki/Confluence/Teams), version control (e.g. GIT) and peer reviews What you'll need: Predictive and financial modelling experienceEngineering principles such as data sourcing, cleansing, joining and ETLMachine learning (supervised and unsupervised)Awareness of ethical and regulatory constraints in utilising various data setsPreferred knowledge of text analytics/dealing with unstructured dataUnderstanding of statistical techniques and approaches and the application of these for customer event analysisSQL and Coding abilities in either Python or RData visualisation (e.g. Tableau, Qlik)To apply please click apply or call Melissa Chin on +61 3 8628 2171 for a confidential discussion.","['Try the app', 'Data Scientist - Remediation Analytics', '3 Feb 2020', 'Melbourne', '$110k - $130k p.a.', 'Full Time', 'Information & Communication Technology', ' right to live and work ', 'Share this role', '3 Feb 2020', 'Melbourne', '$110k - $130k p.a.', 'Full Time', 'Information & Communication Technology']"
23,Data Scientist,"Data Scientist  
We are looking for a junior Data Scientist to help strengthen our Data Science capabilities and grow our impacts to Sportsbet business. The ideal candidate will have a passion for problem solving and research to continuously evolve, expand and improve our approach to modelling. 
The Company 
Sportsbet's purpose is to bring excitement to life for its customers and we do this by overdelivering on excitement through serious fun, disrupting the status quo and living our values. From the moment you walk in the door you'll see that fun is at the heart of the way we work.  We’re a flexible, progressive, open-minded, and inclusive employer with over 7000 cool, clever and curious people around the world. We’re a global player, but in Melbourne, Sydney and Darwin we’re tight knit, with 700 of us bringing excitement to life every day. 
Our commitment to responsible gambling is genuine and demonstrated through the wide range of responsible gambling initiatives and tools we offer that go over and above industry requirements. We care about our team members and customers and everyone at Sportsbet has a role to play in bringing our commitment to Responsible Gambling to life. Check out the tools and information we provide our customers to help manage their gambling on our dedicated site at https://responsiblegambling.sportsbet.com.au/hc/en-us  
The Team 
In the Data Science team we believe in using AI and Machine Learning to provide better experiences to our customers. We work with business stakeholders and engineers to innovate and develop algorithms and systems that improve business processes, help us better understand customers and create exciting and personalised experiences for them. 
The role 
They will be keen on identifying opportunities and conceiving novel ideas with stakeholders all around the business, be agile and not afraid thrive in a dynamic and challenging environment. Examples of problems they will solve include large-scale optimisation systems, real-time decision engines, real-time recommender system and predictive models that personalises customer experience and the ways Sportsbet engages with individuals. They have opportunities to shape the industry and positively impact customer life through models such as problem gambler prediction. 

Strong knowledge of Machine Learning, algorithms, statistics 
Candidates with backgroung in Operations Research or Optimisations are very welcomed. 
Proficient in Python or similar programming languages 
Practical experience applying analytics & algorithms to achieve commercial results 

You 

A customer-first & collaborative mindset 
A passionate & willing-to-learn attitude 
A team player that actively contributes to development of the team   

The Perks 
We don’t expect you to do this for free, so along with your salary we will also provide you with: 

Best in class Parental Leave program with six months paid leave for Primary Carers  
Tailored career development programs, and opportunities 
25 days annual leave 
Discounted Myki & gym memberships, free breakfast and loads of event, conference tickets and many more 

What’s next? 
To make sure you are the best person for Sportsbet and Sportsbet is the best for you our interview process includes, online assessments, videos, behavioural and technical interviews. This ensures all types of experiences can be considered for all roles and provides you with ample time to ask any questions. 
We encourage you to apply immediately as we will begin shortlisting within 1-2 weeks of advertising. 
 ","['Try the app', 'Data Scientist', '28 Jan 2020', 'Melbourne', 'Full Time', 'Information & Communication Technology', 'Share this role', '28 Jan 2020', 'Melbourne', 'Full Time', 'Information & Communication Technology']"
24,Data Scientist,"Capgemini Invent is the global strategy and transformation consulting organisation of the Capgemini Group, specialising in advising and supporting enterprises in significant transformation, from innovative strategy to execution and with an unstinting focus on results. With the new digital economy creating significant disruptions and opportunities, our global management consulting practice is a team of over 7,000 talented individuals, working with leading companies to master Digital Transformation, drawing on our understanding of the digital economy and our leadership in business transformation and organisational change. We ideate and bring to life what's next for our clients by combining strategy, technology, data science and creative design expertise.
Within Invent sits our Insight-Driven Enterprise team, we help our clients create a smart organisation using data, AI & analytics to gain insights and enable better decisions - for customers, operations and the workforce. Our focus areas are:

Assist clients to leverage the opportunities presented by Data Science in Marketing
Solve industry challenges applying the cutting edge

 
The focus of your role:
Are you passionate about Data Science, state of the art projects, developing models, and guiding implementations & strategy in a leading-edge multifunction team? Are you as comfortable interfacing directly with the customer as you are developing hypotheses or exploring & wrangling datasets?  Are you capable of explaining complex concepts in an easy to understand manner?  Then Capgemini Invent has an excellent opportunity for you.
We need a Data Scientist specialised who will provide knowledge and experience in creating advanced models in an innovative environment. You have a history of successful data science implementations, leveraging cloud environments to drive results in projects. You also enjoy helping clients understand and appreciate the data science process and developing new strategic approaches and ways of modelling.
 
What you'll do:

You will be a member of the Insights Driven Enterprise team as a Data Science Expert, responsible for the designing and development of advanced models, as well as high-value use cases
You have thorough experience in customer or social media-based datasets, with a deep understanding of statistical use cases
You will understand how to work in at least one of Python, R, C/C++, or Java, developing researched and measured approaches to data science problems
You will establish insightful models to solve client problems
You will be a crucial member in designing and producing detailed client roadmaps and strategies for adoption of data science
You will be able to work with vague (and complicated) project requirements, understanding how to evaluate and discover the best approaches to modelling

 
What you'll bring:

You have a strong comprehension of machine learning & deep learning techniques, both in theory and in practice
You have an understanding and proven experience in cloud-based data science projects
You have an active business and commercial acumen with clients
You thrive in a fast-paced environment, leading a client along the data science journey
You have 3-10 years in a data scientist role with cross-discipline teams
You can quickly learn and be impactful in new areas to keep pace with our rapid growth and evolution, and the willingness to take an ambiguous assignment and create valuable insight
Have an advanced degree in a relevant field 

 
 
What happens next and what can we offer you?
Interested?  Passionate people are Capgemini's Ace of spades. We believe that every one of us is an architect of positive futures.  We invite you to join us to discover a career that will challenge, support and inspire you. Working at Capgemini you'll find the rewards are more than just financial.
Ranked among Ethisphere's 2019 Most Ethical Companies in the World (for the 7th year running!), our seven values are at the heart of everything we do - Honesty, Boldness, Trust, Team Spirit, Freedom, Fun and Modesty. As Social Innovators, we are committed to making a positive impact on the planet and our communities. Capgemini is a proud to be Equal Opportunity Employer and all applicants must be legally entitled to work in the country the role is based out of, unless otherwise stated within the job advertisement. 
Proof of work entitlements and visa status will be required prior to and/or at time of offer. Successful applicants will be required to complete a security and reference checks prior to commencement of employment. Please note unsolicited resumes from employment agencies or other third parties will not be considered.
 #LI-LB1","['Try the app', 'Data Scientist', '31 Jan 2020', 'Melbourne', 'Full Time', 'Consulting & Strategy', 'Share this role', '31 Jan 2020', 'Melbourne', 'Full Time', 'Consulting & Strategy']"
25,Customer Data Analytics and Data Science Opportunities,"This financial services business, a leader in its segment, is using Data Analytics as a real business differentiator. The team and range of tasks is growing every week, with more to come. It's a great time to join. They would like to add some substance to their team, and so people with the requirements below will be well regarded: · 2-4 experienced data analyst on the path to Data Science · Strong SQL skills, able to handle large data sets · Experience in Machine Learning / Forecasting / Analytics with modelling exposure · Experienced in R / Python and other coding languages along with Tableau · Degree qualified in Computer Science, Engineering, Maths, Stats or another quantitative field · A good communicator who can manage projects and expectations with senior and peer stakeholders based on business outcomes.    These skills will be applied to pre-and post-campaign analysis, and customer behavourial analysis and predictive modelling through trigger detection techniques. Implementing this modelling into Tableau dashboards will enable this business to build a strong decision making framework. The ability to work with management and marketing teams from non-technical backgrounds to communicate on their terms is essential. Customer Data Analytics, and the insights they provide, will change the way this business operates. If you have a passion to make a real difference, and to apply your strong skill base to Customer Data Analytics, then this role is for you. This is the type of opportunity that can change careers. If you are up for this challenge then we would like to hear from you.","['Try the app', 'Customer Data Analytics and Data Science Opportunities', '28 Jan 2020', 'Sydney', 'Full Time', 'Science & Technology', 'Share this role', '28 Jan 2020', 'Sydney', 'Full Time', 'Science & Technology']"
26,Data Scientist - SAS to Tableau Migration,"Reporting and modellingSAS to Tableau migration$150k - $170k (Neg) Fixed Term - 6 monthsOur client is a mid sized insurance company in the CBD. They require an experienced Data Scientist to join them for 6 months to provide better data insights for forecasting and reporting.Key Skills Required:3-5 years relevant experience with a detailed understanding of building technical solutions to solve business problemsStrong understanding of corporate finance and ideally insuranceUnderstanding of complex data sets and ability to work autonomouslyExcellent communication skills and the ability to work with actuary's and other BI team membersBI experience - Tableau & SASStrong SQL To apply for this role, please provide your resume in our preferred Word or PDF format no larger than 1MB and quote Job Reference: 18129.For any queries regarding this or other roles, please phone Sally Baikie on 02 9248 6805.Thank you for your interest and we will be in touch with those candidates that meet the position requirements and are an Australian Resident.People from a diverse background are welcome to apply.For a full listing of positions please visit www.illuminatesearch.com.au illuminate search & consultingLevel 10, 50 Margaret St, Sydney NSW 2000Phone: 02 9248 6805","['Try the app', 'Data Scientist - SAS to Tableau Migration', '4 Feb 2020', 'Sydney', 'Full Time', 'Information & Communication Technology', 'Share this role', '4 Feb 2020', 'Sydney', 'Full Time', 'Information & Communication Technology']"
27,Data Scientist APS 6,"As a Data Scientist APS 6 you will bring your knowledge and expertise in Machine Learning techniques, to support the broader organisation and business units.Client DetailsOur client is a highly regarded government department focused on delivering data strategies to both internal and external private and public sector clients. This business unit is responsible for providing, guidance, expertise and support to the organisations overall goal in contributing to regular, relevant and accurate information and statistics.DescriptionAs the Data Scientist APS 6 you will be responsible for:-Maintaining and developing knowledge of techniques and tools required to derive value from application of machine learning  Developing training materials and courses  Advising on appropriate application of machine learning techniques and supporting effective design of projects using these techniques  Reviewing and commenting on quality of work and projects  Conducting application of machine learning techniques within larger projects as required  Advising on ongoing development and acquisition of tools suitable to business requirements  Gaining satisfaction through the passing of knowledge and skills to others  ProfileThe successful Data Scientist APS 6 will have:A proven ability to undertake the responsibilities and requirements of the role, as listed above.An eagerness to solve complex problems in environments that are often ambiguous, technologically challenged and require creative and lateral thinking An ability to work within a multidisciplinary team to seek requirements for analysis, output format and visualisation, and provide requirements to business units Exposure to Machine Learning techniques and toolsAnalysis and programming skills in SAS, R, SQLStatistics and Quantitative analysis experienceUnderstanding of ETL processes and proceduresJob OfferOn offer for your hard work you will have the opportunity to take your IT career to the next level in an energetic and fast-paced team. Also on offer are the following:Great IT training and development  Competitive salary package  Great Canberra location  How to contact usIf you currently looking for opportunities and feel this role is right for you please contact us via email () or phone (02 6222 8946). If you feel this role might not be best suited to your skill set however would like to have a confidential discussion on your career, please get in touch.To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Madeleine Silvester on +61 2 6222 8946.","['Try the app', 'Data Scientist APS 6', '5 Feb 2020', 'ACT', '$80k - $105k p.a.', 'Contract/Temp', 'Information & Communication Technology', ' right to live and work ', 'Share this role', '5 Feb 2020', 'ACT', '$80k - $105k p.a.', 'Contract/Temp', 'Information & Communication Technology']"
28,Data Scientist,"Working on real world data projects, to analyse and process information as well as creating sophisticated algorithms to ensure efficient business practices.Client DetailsOur is nationally renowned Australian business with a brand that is associated with excellence and high performance. As an organisation they are renowned for their long-standing reputation within the Australian market for providing rewarding careers to their employees and they are now seeking experienced Data Scientists. DescriptionYou will help design and develop Mathematical models allowing the organisation to make evidence-based decisions and deliver better outcomes. More specifically you will act as a 'Problem Solver' and undertake significant mathematical algorithm development, advanced statistical analysis, applying data mining techniques and building high quality predictive/forecasting models to inform operational strategy and program development.ProfileThe ideal person with be an outgoing individual who has the ability to immerse themselves across the business from day one, furthermore you posses the following:Highly effective mathematics experience applied in a practical real world environment (PhD, MS).Data acquisition, profiling, cleansing and consolidation expertise together with coding skills (eg R, Python etc)Its crucial to have practical programming/development skills (C/C++, Python, Java)Adept at working with structured and unstructured data.Data science concepts (i.e., predictive algorithms, cognitive computing etc) and applications.Knowledge in statistical analysis techniques, e.g., regression modelling, hypothesis testing, experimental testingSolid understanding of machine learning techniques, such as supervised and unsupervised analysis techniques as well as probabilistic modelling.Clear communication skillsThe ability to present to multiple stakeholder levels from mid-level through to senior management.Experience with statistical modelling packages such as SPSS.  Job OfferContract roleExcellent Salary + BenefitsCentral CBD Location ","['Try the app', 'Data Scientist', '29 Jan 2020', 'Perth', 'Contract/Temp', 'Information & Communication Technology', ' right to live and work ', 'Share this role', '29 Jan 2020', 'Perth', 'Contract/Temp', 'Information & Communication Technology']"
29,DATA SCIENTIST,"We seek Data Scientists with experience of Hadoop, (mandatory as constitutes 90% of the work), and Teradata as a secondary skill. Ideally, you are a Data Scientist able to translate complex concepts into terms that Business Stakeholders can relate to as there is no scope for statistical modelling and AI/ML. You will have some banking technical experience, any of the Big 4 or significant others, as this helps with understanding data sources for Customer Information, Credit Cards, Lending Products and Business Processes. Exposure to Customer Data / One Customer View type programs would be highly regarded. You are experienced in Coding, Querying and Analysing Data. Whilst not mandatory, some remediation experience in Home Loans and Cards would be highly regarded. No visualisation experience is required as the role only works on data. Your skills encompass:  Ability to comprehend how the bank’s business operates and contribute as part of a team to develop data based solutions in-line with regulatory and remediation requirements. Think critically and a structured approach to identify, understand and explain complex business problems Identifying and solving problems objectively using analysis, experience and judgement Facilitating workshops with clients to gather information as required Analysing data and information to extract and convey key insights. Seeing the ‘big picture’ and Customer priorities while balancing the need for early tactical wins. CPT Global is a specialist IT Consulting Services company with operations in Australia, North and South America, Europe and Asia. Listed on the Australian stock exchange (ASX: CGO).    CPT is a market leader in the provision of Transformation, Assurance and Optimisation services. This is a Contract role with long term potential. Reach out for an informal chat, call Colin Barr on +61.3.9684.7949, or eMail cbarr@cptglobal.com. CPT Global is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law.  ","['Try the app', 'DATA SCIENTIST', '30 Jan 2020', 'Melbourne', 'Contract/Temp', 'Information & Communication Technology', 'Share this role', '30 Jan 2020', 'Melbourne', 'Contract/Temp', 'Information & Communication Technology']"
30,Data Scientist,"Our ClientOur client is looking for a Data Scientist to join their newly formed in-house Data Science team. Our client is looking to bring all things analytics and Machine Learning to their current approaches and are looking for a dedicated Data Scientist to work with the Head of Data to pave the way forward for their next 10 year strategyIdeally you will have:  3-5 years’ experience working with Java 8 / Python / R Experience with big Data technologies such as Spark / Hadoop Experience working with data languages such as Kotlin, Scala or Go Experience with Azure is a must Experience within Deep Learning, Data Structures, & Algorithms Experience within NLP / NLU Highly skilled within Machine Learning & AI PhD in Computer Science or equivalent  Next Step If this sounds like you, you can (confidentially) apply using the Apply for this Job button below. I will contact you prior to releasing your details to the client. Lian OlifentRecruitment Consultant - Northbridge IT Recruitment 0478091651 lian@nbridge.com.au       For this and other opportunities please visit: http://www.northbridgerecruitment.com/content/OpenVacancies  Only shortlisted candidates will be contacted. SPONSORSHIP IS NOT AVAILABLE for this role. Australian PR or Citizenship is required.","['Try the app', 'Data Scientist', '31 Jan 2020', 'Melbourne', 'Full Time', 'Information & Communication Technology', 'Share this role', '31 Jan 2020', 'Melbourne', 'Full Time', 'Information & Communication Technology']"
31,Data Scientist,"Lead Data ScientistThe CompanyA major Australian Brand in the Financial Services industry are looking to transform the way they use customer data to engage and retain customers. They have a brand new opportunity for a Data Scientist to join their dynamic team and work closely with business partners to understand the business objectives and challenges to design analytical solutions to meet business goals. This is a client facing and stakeholder management role.RoleReporting into a passionate Senior Manager you'll work closely with the Product, Marketing Distribution and Operations teams to make informed decisions through the application of data mining, predictive analytics and machine learning techniques.Key ResponsibilitiesPerform deep dives/investigations where required to provide an accurate and deep understanding of the business drivers.Work in partnership with senior managers to develop tailored business solutions. Collect, analyse and present actionable insights to enable strategic business plans.Build a deep understanding of the relevant data & systems landscape & optimise the data extraction processes to be as reliable as possible & meet ongoing reporting & ad hoc analytics needsEnsure adequate risks and controls exist to provide accurate information and capture and document business logic changes.A clear ability to generate insights from data, engage and communicate those insights to non-technical business stakeholders.About You3 years’ experience in statistical modelling in a big data environment (Hadoop/Spark/R/Python) in Financial Services/Banking or similar industryB.S. in Mathematics, Computer Science, Engineering or StatisticsProven experience in analytics, reporting & generating actionable insightsKnowledge of a variety of statistical and data mining techniques (regression, statistical tests and proper usage, random forest, clustering, decision tree learning, deep learning text mining etc.) and their real-world advantages/drawbacksProficient in responsive and interactive visualisations - D3, RShiny etc, publish to web server capabilityCode development best practice - git, bitbucketAGILE and Project Management tool proficiencyThis is a great opportunity to work with a market leading brand that offers excellent training and development to support continuous learning and careers opportunities.Please apply on-line or for more information please contact Kausty Mahajan at Bluefin Resources on 02 9270 2603. IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.http://www.bluefinresources.com.au/privacy-policy","['Try the app', 'Data Scientist', '31 Jan 2020', 'Sydney', '$130000.00 - $1420000.00 p.a. including super ', 'Full Time', 'Banking & Financial Services', ' right to live and work ', 'Share this role', '31 Jan 2020', 'Sydney', '$130000.00 - $1420000.00 p.a. including super ', 'Full Time', 'Banking & Financial Services']"
32,Data Scientist," 6 Month Contract (with the view to extend) Global IT Company Brisbane CBD Location $700 - $800/Day inclusive of super  A leading and reputable global IT consultancy is currently looking for an experienced Data Scientist to work onsite at one of their large Banking clients. The role will involve the running & maintenance of the ETL process within a Big Data environment.    Key Responsibilities:  Generating business insights through discovery and exploration of multiple structured and unstructured sources; Creating, running and maintaining ETL processes within a big data environment; Applying state-of-the-art data science algorithms and methods to provide practical solutions that deliver tangible business value  Key Requirements:    Variety of machine learning and statistical modeling techniques (both supervised and unsupervised), e.g. text mining, streaming analytics, clustering, deep learning, and their real-world implications IBM Watson, Programming (R, Python, Shiny, SPSS) Storytelling using different forms of data visualization Descriptive, diagnostic, predictive, and prescriptive modeling Structured and Unstructured data mining Dimensionality reduction and feature engineering Automation of data pre-processing, wrangling, preparation, and other ETL processes Strong Cloudera, HUE, Impala, SQL skills Experience with big data technology Experience in structured problem-solving approaches to generate business value through analytics ","['Try the app', 'Data Scientist', '30 Jan 2020', 'Brisbane', '700-800/ Day', 'Contract/Temp', 'Information & Communication Technology', 'Share this role', '30 Jan 2020', 'Brisbane', '700-800/ Day', 'Contract/Temp', 'Information & Communication Technology']"
33,Data Scientist,"Who’s Zip?  People at the ASX call us a ‘Unicorn Fintech Start-up’. More than 1.5 million Australian shoppers call us ‘an awesome way to make payments’. Over 14,000 retailers call us ‘a great partner’. We’d like you to call us ‘the best damn place you’ve ever worked at’.   At Zip, we’re about improving people’s lives by giving them freedom to better control their everyday finances. And we want to give you the freedom to put fresh ideas forward, to be heard, and to be valued. Because that’s the way we roll.   We move fast, and we break things (starting with convention). We value integrity, accountability and a ‘can-do’ approach. We’re fresh, we’re fun, and we’re changing the game.  What are we looking for?  Zip Co Ltd is experiencing tremendous growth and as a result is seeking an experienced Data Scientist with specific emphasis on NLP/text analytics, looking to take the next step in their career. The successful candidate will be responsible for supporting the design and implementation of new data science capabilities to deliver highly personalised experiences for customers in a multi-channel environment. What your day will look like at Zip:  Applying cutting edge text analytics and Natural Language Processing (NLP) on bank transactional data to improve the accuracy in the categorisation to enrich existing data assets The development of (un)supervised machine learning algorithms that predict debit/credit patterns and cyclical routines of consumer spending Embedding the technical and business processes to iteratively refine bank categorisation with an emphasis on monitoring and automation The creation of a spend segmentation model that will support the Zip personalisation strategy Analysis and enrichment of product level (SKU) data to further understand consumer buying behaviours that can increase the effectiveness of marketing content Supporting the Customer Data Science Manager in the design of customer strategies, frameworks and architectures to personalise communications across the customer lifecycle using banking data   What you need to thrive in this role:     Tertiary qualifications in a quantitative discipline (E.g. Mathematics, Statistics, Computer Science, Actuarial Studies, Economics) 1-4 years commercial analytics experience from a banking/financial services background Experience in developing writing REGEX and applying NLP techniques Hands-on experience in modelling and the application statistical/machine leaning techniques (E.g. GLMs, XGBOOST, k-means clustering, neural networks, random forests etc.) Strong exposure to analytical scripting languages, in particular SQL, Python, and R Exceptional communication and stakeholder management skills  Other perks of being a Zipster Apart from good vibes, when you join The Zip Fam you’ll also enjoy:  Flexible working hours Our share program, so you can own part of the company you work at Free breakfast, fruit, coffee and soft drinks Free lunches every Thursday A Zip Pay account with no fees and no interest, ever Fun team-building experiences Heaps of social events, plus Friday drinks  We highly value diversity too! Different cultures, perspectives and points-of-view helps make us successful.   Recruitment agencies: we are not engaging with recruitment agencies for this role and do not accept unsolicited resumes.","['Try the app', 'Data Scientist', '28 Jan 2020', 'Sydney', 'Full Time', 'Science & Technology', 'Share this role', '28 Jan 2020', 'Sydney', 'Full Time', 'Science & Technology']"
34,Data Scientist,"Data Scientist Why you will love working for this organisation… The stability and support that comes with working for a large company; with the team itself having a start-up feel, giving you the best of both worlds. Truly flexible working. No set start/finish times and options to work from home. Using data to solve complex problems. Purposeful work; your solutions will positively impact the lives of many. Open, collaborative, honest and friendly working environment. Working alongside some very talented Lead Data Scientists who love to constantly challenge themselves. They will give you the platform to learn, helping you to develop your skills further. They have their own production environment for models; empowering you to be creative and explore exciting new solutions. What you will be working on… Greenfield projects with end to end production of the machine learning environment, supporting time series analysis. Taking responsibility for building the data pipelines (data engineering). Developing algorithmic models. You will have access to a variety of large data sets and will be developing statistical models to provide analytical insights and assist with business decision making. As a confident communicator, you will work closely with stakeholders to understand their problems and needs, translating these into analytical solutions. What you will need to succeed in the role Strong programming skills – preferably in Python (though other languages such as R will be considered) Demonstrate a good understanding of maths and statistical analysis Quantitative or data analytical background Proven success in building statistical models/predictive models A good level of experience with Machine Learning Understanding or ability to work in an Agile environment Knowledge of Cloud platforms (Azure or AWS) advantageous Proven success in a Data Science/Data Analytics role PhD, Masters or Bachelors in a Data Science related field e.g. Physics, Mathematics, Statistics   Why be represented by Valrose? We listen. We understand. We solve. Valrose consultants work with you to understand where your character, aspirations, and skills will be most valued. We will understand your priorities, whether they be financial, career progression, workplace culture or technology related. We will discuss the opportunity thoroughly, how it aligns to your career goals, and guide you through the whole recruitment process, providing expert advice and support from initial application through to offer. We are trusted advisors to our clients, acting as an extension of their business. We genuinely care about our candidates and love connecting people with great opportunities. If you would like to understand more about the above role, please do get in touch. Our Values Humanity – Success – Integrity – Accountability – Curiosity Diversity – Welcome it. Entrust it. Celebrate it. Within our business, we have created an environment where anyone, from any background, can bring their authentic self to work; celebrating our differences whilst working towards a common purpose. We believe this is not just the ethical thing to do, but it’s the intelligent thing to do. Diversity drives innovation! The Valrose team enjoys building inclusive cultures and promoting equality for all.","['Try the app', 'Data Scientist', '22 Jan 2020', 'Perth', 'Full Time', 'Science & Technology', 'Share this role', '22 Jan 2020', 'Perth', 'Full Time', 'Science & Technology']"
